ID,Txid,Vout,Signature,PubKey,Value,PubKeyHash,TransactionID
22,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,TPOUe/TvbtVLn1dNXbkFg4UFyf7OyOJVAJ1d9ULKraPpUR/KNihfllG+Snuq/sA3Eeo8jtp+kzHVv63xEgtBZQ==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,4754.541,6ZkFXgilVIMVA6ju7lhOEk+EtBQ=,IA3NHhFIWis5QEIvN64FoMv6fM6Agv9a5dxmP5wRWvM=
23,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
24,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,0kchlHpPDYrmEcF0lAkdKvoPt4dVeuh5fWTZLE+3Oy8/MDXtqILzhnJSOoPpTHYDtrFV54GFYlHeSPRdVJ+21w==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,7007.0913,MVelT1KhZRYMBq7EyOJd3SeYiAo=,w+KjUbnP1XztZqBCXULVYUw4befemHSyGS6VjWmLHLo=
25,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,0kchlHpPDYrmEcF0lAkdKvoPt4dVeuh5fWTZLE+3Oy8/MDXtqILzhnJSOoPpTHYDtrFV54GFYlHeSPRdVJ+21w==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,1751.1353,6ZkFXgilVIMVA6ju7lhOEk+EtBQ=,w+KjUbnP1XztZqBCXULVYUw4befemHSyGS6VjWmLHLo=
26,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
27,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,IsYzGVNONHr+umep2tjKDPU2QY8mfezE6ZBwXJmvFYvKbImTJhsBhBQ9CwI6g/107FzquR19TP5BVQOyrZZ1JA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,923.032,AWNw6Xnuw4GV329u5J4dLg+Goco=,WKUcI42BAw2/KeJ8ZdNE/kQbIwSVARd5T4QvYr4awKA=
28,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,IsYzGVNONHr+umep2tjKDPU2QY8mfezE6ZBwXJmvFYvKbImTJhsBhBQ9CwI6g/107FzquR19TP5BVQOyrZZ1JA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1152.844,xfaFpTzH+HttilRBtxAOlYnAni4=,WKUcI42BAw2/KeJ8ZdNE/kQbIwSVARd5T4QvYr4awKA=
29,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
30,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,Nfvzc9xbZN/qZeh+bGUHweXNu3sGVa06mWcKvjkAIxGMhY/PsKAw7GBlpfjW9vcpmyjHsM0fmVlBlVIctPUJ4A==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,293.61502,UVR1hl6Xl3Ck+qFRD86j0AIRfMo=,+sovsCXLBO2XhYxuAQayrN4VaFet9HIRhVOPy6Msmrk=
31,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,Nfvzc9xbZN/qZeh+bGUHweXNu3sGVa06mWcKvjkAIxGMhY/PsKAw7GBlpfjW9vcpmyjHsM0fmVlBlVIctPUJ4A==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,13113.399,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,+sovsCXLBO2XhYxuAQayrN4VaFet9HIRhVOPy6Msmrk=
32,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
33,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,/ZzI1Y2z1nowJn3d0d3Vh0gHZz9kQ9i9q67rwqruPkHWOgXhFTTtW0wo4DhDk/hH5jolyrPs2vUXoWQ9F39YLg==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1872.6572,EoMBcyE92rUibVr8ouw26fzUeO8=,tDNJijcinxjCuJL3X94SYLDczQqdTg65fP+HAq48U20=
34,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,/ZzI1Y2z1nowJn3d0d3Vh0gHZz9kQ9i9q67rwqruPkHWOgXhFTTtW0wo4DhDk/hH5jolyrPs2vUXoWQ9F39YLg==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,203.21875,xfaFpTzH+HttilRBtxAOlYnAni4=,tDNJijcinxjCuJL3X94SYLDczQqdTg65fP+HAq48U20=
35,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
36,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,x5YT95AnQXeUM/SkX6a2FB5ye3rREMaj1NjHCyCmAavUQ9bXsA5sXt+dlX04LgrM99ORfgOmEPhdCWnMeWSnbA==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,33660.37,x9BDFgo3WANoEd8uzCvls059GaE=,fR9r5D1wq0OhjeJ23pG4TVNDOm0ImPzE/zgxcS7uRug=
37,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,x5YT95AnQXeUM/SkX6a2FB5ye3rREMaj1NjHCyCmAavUQ9bXsA5sXt+dlX04LgrM99ORfgOmEPhdCWnMeWSnbA==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,3079.6953,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,fR9r5D1wq0OhjeJ23pG4TVNDOm0ImPzE/zgxcS7uRug=
38,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
39,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,ntZCmcNX3f3hNHR7i1JRNKNRpvdLv9XA+L45+IAbmLt0Rmg+Kajs2kYd03QxAI7uDdY3tWScnV0PGAfRXqOEtg==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,983.4972,m0YAE1PIYnOei4VPKXmWbMjntbY=,g2S59IMD2nXAnEIWYm5QljNTPvZbPU4RMDCfnRbAYZg=
40,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,ntZCmcNX3f3hNHR7i1JRNKNRpvdLv9XA+L45+IAbmLt0Rmg+Kajs2kYd03QxAI7uDdY3tWScnV0PGAfRXqOEtg==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,1507.597,ZutDKKcaGfVdn8FGb03AOEnbMd8=,g2S59IMD2nXAnEIWYm5QljNTPvZbPU4RMDCfnRbAYZg=
41,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
42,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,ayUXDP0VPlAEHQILVCVenGesGccEJOZ9/aCa4edPG4IZD5Zti52HFt45gLNlai5vVv1sxG7beXM6+ew36NIQ4w==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,449.07764,kKSMTNMSkyM9TIX0YsfP3sGMm6M=,JV/af3oWmqxzRoIiLZslEsWhcVuCBf7+I7l1z9Ny4f8=
43,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,ayUXDP0VPlAEHQILVCVenGesGccEJOZ9/aCa4edPG4IZD5Zti52HFt45gLNlai5vVv1sxG7beXM6+ew36NIQ4w==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,153.84833,5vjrvctBPFxPsD/m4FHECCckdfs=,JV/af3oWmqxzRoIiLZslEsWhcVuCBf7+I7l1z9Ny4f8=
44,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
45,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,5eczKZRKzGtx4kRnYUuzjz0k4nrjTulO46NJDFE/ksydjWEejgrjVSvRc9cVATvNurSXiu+lUIsx1C6AxNWGtQ==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,320.60678,2jPCe8bh2PBEyA2uDsOvDtLbSYI=,MKSoXa0kkfvKWRYQlzCZtTYZZaWFZqb3IUppG3d9E30=
46,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,5eczKZRKzGtx4kRnYUuzjz0k4nrjTulO46NJDFE/ksydjWEejgrjVSvRc9cVATvNurSXiu+lUIsx1C6AxNWGtQ==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1755.2692,xfaFpTzH+HttilRBtxAOlYnAni4=,MKSoXa0kkfvKWRYQlzCZtTYZZaWFZqb3IUppG3d9E30=
47,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
48,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,3OjO1dQVNKJm3TeKNVIk6UJ5W10B+l92HFMe/E9XRXcfPLOmjhajvdkwKFgyZR+x7bKjrCEm9THk5xPLH5r4lg==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,530.9105,+ttw4oe27bL8ypJ3GWQfGA14qRo=,la9jeKcmdxM1v3hFGZ8aFeBUo5HSyQrcExgBZyUBcog=
49,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,3OjO1dQVNKJm3TeKNVIk6UJ5W10B+l92HFMe/E9XRXcfPLOmjhajvdkwKFgyZR+x7bKjrCEm9THk5xPLH5r4lg==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,72.01544,5vjrvctBPFxPsD/m4FHECCckdfs=,la9jeKcmdxM1v3hFGZ8aFeBUo5HSyQrcExgBZyUBcog=
50,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
51,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,OzwqXUfofHQDdGY0R/9HNk2H3RbdX9zsWjkVtwCgwi7wG7zhLWC+69eFxVLsbJcr1iPSM+10LIR4ksvtXXgVbA==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,66.96203,NVRqO3EQ8zE8MQmnSXniihg1JHU=,gsYtQJryKx6PsDodmdA1JkBt7hzNlQbUOqROxqaWXIk=
52,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,OzwqXUfofHQDdGY0R/9HNk2H3RbdX9zsWjkVtwCgwi7wG7zhLWC+69eFxVLsbJcr1iPSM+10LIR4ksvtXXgVbA==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,535.9639,5vjrvctBPFxPsD/m4FHECCckdfs=,gsYtQJryKx6PsDodmdA1JkBt7hzNlQbUOqROxqaWXIk=
53,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
54,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,es81OZ93Vf/brAfnsEm2lQO71szPubSGrSo5C+p5HSRsaBJ/o1fnCwpryCsEqlbngwR6wSIuVBD/StlXJoEdow==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,5738.222,z2PjVM4Xw4Hy0Ap380QWCim20i0=,6U8jwuqdxdmghOV1RwwstJJZlaenGM+mP1ESf0t3pPg=
55,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,es81OZ93Vf/brAfnsEm2lQO71szPubSGrSo5C+p5HSRsaBJ/o1fnCwpryCsEqlbngwR6wSIuVBD/StlXJoEdow==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,3020.0044,6ZkFXgilVIMVA6ju7lhOEk+EtBQ=,6U8jwuqdxdmghOV1RwwstJJZlaenGM+mP1ESf0t3pPg=
56,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
